OS,Platform,CPU Cores,RAM,GPU Vendor,GPU,Resolution,Browser,IP Address,Continent,Country,Region,City,Organisation,ISP,Latitude,Longitude,Accuracy,Altitude,Direction,Speed
CPU iPhone OS 13_4_5 like Mac OS X,iPhone,Not Available,Not Available,Apple Inc.,Apple GPU,320x568,Safari/604.1,195.123.227.109,Europe,Bulgaria,Sofia City Province,Sofia,ITL LLC,LAYER6,48.187093495580676 deg,135.05787187550328 deg,65 m,125.59610748291016,Не определен,Не определен
48.187093495580676 deg,135.05787187550328 deg,65 m,125.59610748291016,Не определен,Не определен
